INCIDENT_ID,INCIDENT_TYPE_E,INCIDENT_TYPE_F,RECEIPT_DT,SOURCE_OF_RECALL_E,SOURCE_OF_RECALL_F,HAZARD_SEVERITY_CODE_E,HAZARD_SEVERITY_CODE_F,INC_AWARE_DT,MANDATORY_RPT,INCIDENT_DT
1124935,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-15,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-14,30.0,
1124941,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-13,10.0,2024-10-16
1124964,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-19,Canada,Canada,INJURY,BLESSURE,2024-11-14,10.0,2024-04-15
1124970,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-18,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-15,30.0,2024-11-15
1124972,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-19,Canada,Canada,INJURY,BLESSURE,2024-11-15,10.0,2021-01-01
1124978,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-18,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-09-24,30.0,2015-06-13
1124982,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-18,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-09-24,30.0,2015-06-13
1124986,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-22,30.0,2024-10-22
1124989,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-18,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-25,30.0,2015-07-30
1124994,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-18,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-25,30.0,2015-07-30
1125001,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-14,10.0,2024-11-14
1125018,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-18,10.0,2010-09-01
1125032,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-04-22,30.0,
1125047,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-10-09,30.0,2024-10-09
1125048,Voluntary problem report,Déclaration d'incident volontaire,2024-11-21,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-21,,2024-11-14
1125055,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2019-01-01
1125056,Voluntary problem report,Déclaration d'incident volontaire,2024-11-21,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-21,,2024-11-15
1125064,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-15,Canada,Canada,INJURY,BLESSURE,2024-11-07,10.0,2024-08-07
1125070,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2017-01-01
1125071,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-31,30.0,
1125072,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-15,Canada,Canada,INJURY,BLESSURE,2023-02-06,,
1125087,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-13,10.0,2024-11-05
1125094,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-14,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-13,10.0,
1125104,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2012-10-01
1125105,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-13,10.0,2024-11-05
1125107,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-12,10.0,2024-11-12
1125115,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-14,10.0,2024-05-22
1125119,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2017-01-01
1125122,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-12,10.0,2024-11-12
1125125,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-12,10.0,2024-11-12
1125126,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2024-11-06
1125128,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2024-11-18
1125136,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2024-11-18
1125137,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-13,10.0,2024-11-05
1125143,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-14,10.0,2024-04-05
1125145,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-13,10.0,2024-11-08
1125146,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-12,10.0,2024-11-12
1125156,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-14,10.0,2024-11-07
1125159,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-14,10.0,2024-11-14
1125160,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-13,10.0,2024-10-24
1125163,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-14,10.0,2021-07-26
1125169,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-14,10.0,2024-11-14
1125178,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-14,10.0,2024-11-14
1125185,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-16,10.0,2024-11-08
1125191,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2023-11-01
1125194,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-14,10.0,2024-11-04
1125197,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-18,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-15,30.0,2015-11-06
1125200,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-21,30.0,2024-09-19
1125202,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-21,30.0,2024-09-22
1125203,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-10-21,30.0,2024-10-09
1125219,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2009-02-01
1125224,Voluntary problem report,Déclaration d'incident volontaire,2024-11-22,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-22,,2024-11-12
1125231,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2012-10-01
1125232,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-24,Canada,Canada,INJURY,BLESSURE,2024-11-20,10.0,2024-09-06
1125236,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-14,10.0,2023-06-01
1125240,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-11,10.0,2024-09-01
1125242,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-01,30.0,2024-11-01
1125244,Voluntary problem report,Déclaration d'incident volontaire,2024-11-22,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-22,,2024-11-15
1125245,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-11,10.0,
1125246,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2013-02-01
1125248,Summary mandatory reports,Résumé des déclarations obligatoires,2024-11-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-13,10.0,2022-03-05
1125252,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-15,10.0,2021-01-01
1125253,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2024-11-18
1125255,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-11,30.0,2024-11-11
1125258,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-14,10.0,2023-10-26
1125259,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-22,30.0,2023-10-04
1125264,Voluntary problem report,Déclaration d'incident volontaire,2024-11-22,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-08,,2024-11-08
1125270,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-28,Canada,Canada,INJURY,BLESSURE,2024-09-23,10.0,
1125271,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-10,30.0,2024-11-10
1125275,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-11,10.0,2024-09-25
1125285,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-24,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2023-10-30,30.0,2023-10-30
1125288,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-22,30.0,2024-05-07
1125291,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2024-11-15,10.0,2024-11-08
1125296,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-10-31,30.0,2024-10-31
1125310,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2018-01-01
1125311,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-24,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2023-10-30,30.0,2023-10-30
1125312,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-31,30.0,2024-10-30
1125319,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-24,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2023-10-30,30.0,2023-10-30
1125328,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-24,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2023-10-30,30.0,2023-10-30
1125334,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2020-01-01
1125340,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2024-10-01
1125353,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-24,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2023-10-30,30.0,2023-10-30
1125356,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-01-18,30.0,2024-01-18
1125357,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-24,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2023-10-30,30.0,2023-10-30
1125359,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2019-01-01
1125361,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-22,30.0,2024-05-21
1125364,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-22,30.0,2024-08-28
1125366,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-24,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2023-10-30,30.0,2023-10-30
1125367,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-18,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-23,30.0,
1125374,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-28,30.0,2024-10-28
1125377,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-24,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2023-10-30,30.0,2023-10-30
1125381,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-24,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2023-10-30,30.0,2023-10-30
1125392,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-24,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2023-10-30,30.0,2023-10-30
1125396,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-24,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2023-10-30,30.0,2023-10-30
1125405,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-15,10.0,2022-11-18
1125408,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-29,30.0,2024-10-26
1125430,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-24,30.0,2024-10-23
1125433,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-12,10.0,2024-11-12
1125435,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-12,Canada,Canada,INJURY,BLESSURE,2024-12-04,10.0,2024-10-29
1125440,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-06,10.0,2024-11-06
1125445,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-14,,2024-11-13
1125446,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2019-07-01
1125448,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-14,,2024-11-13
1125452,Voluntary problem report,Déclaration d'incident volontaire,2024-11-25,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-25,,2024-11-14
1125455,Voluntary problem report,Déclaration d'incident volontaire,2024-11-25,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-25,,2024-11-20
1125460,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2020-02-01
1125473,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2021-08-10
1125483,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2020-01-01
1125498,Voluntary problem report,Déclaration d'incident volontaire,2024-11-25,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-25,,2024-11-21
1125501,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,2023-01-01
1125529,Voluntary problem report,Déclaration d'incident volontaire,2024-11-22,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-14,,2024-11-13
1125536,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,DEATH,MORT,2024-11-19,10.0,
1125547,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2021-09-15,10.0,2021-07-18
1125550,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-25,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-25,30.0,
1125553,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2021-09-19,10.0,2020-08-13
1125556,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-13,10.0,2024-11-12
1125557,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-11,30.0,2024-11-11
1125560,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-26,30.0,2024-10-26
1125570,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-14,10.0,2024-11-14
1125582,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,DEATH,MORT,2024-11-14,10.0,2023-03-31
1125585,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2023-02-07,10.0,2022-06-15
1125587,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2023-03-22,10.0,
1125589,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-18,10.0,
1125591,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,INJURY,BLESSURE,2024-11-14,10.0,2024-11-14
1125593,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-20,10.0,2024-10-24
1125594,Mandatory problem report,Déclaration d'incident obligatoire,2024-10-08,Canada,Canada,INJURY,BLESSURE,2024-10-03,30.0,2024-10-03
1125597,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-26,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-29,30.0,
1125601,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-25,Canada,Canada,INJURY,BLESSURE,2024-11-16,10.0,2024-11-16
1125609,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-20,10.0,2024-09-06
1125613,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-25,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-22,30.0,
1125616,Mandatory problem report,Déclaration d'incident obligatoire,2024-10-16,Canada,Canada,INJURY,BLESSURE,2024-10-15,30.0,2024-10-15
1125620,Voluntary problem report,Déclaration d'incident volontaire,2024-11-22,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-09,,2024-11-09
1125628,Voluntary problem report,Déclaration d'incident volontaire,2024-11-22,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-14,,2024-11-13
1125654,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-20,10.0,2024-09-06
1125655,Summary mandatory reports,Résumé des déclarations obligatoires,2024-11-26,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-26,,2024-11-20
1125657,Voluntary problem report,Déclaration d'incident volontaire,2024-11-26,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-26,,2024-11-20
1125660,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-20,10.0,2024-09-06
1125662,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-16,10.0,2024-11-15
1125667,Voluntary problem report,Déclaration d'incident volontaire,2024-11-26,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-26,,2024-11-22
1125673,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-20,10.0,2024-09-27
1125676,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,DEATH,MORT,2024-11-15,10.0,2024-11-13
1125680,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-20,10.0,2024-09-27
1125684,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-25,Canada,Canada,INJURY,BLESSURE,2018-09-06,10.0,2018-09-06
1125686,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-13,10.0,2024-11-02
1125689,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-25,Canada,Canada,INJURY,BLESSURE,2024-11-20,10.0,2023-10-26
1125693,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-12,10.0,2024-07-16
1125694,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-19,10.0,2024-11-06
1125699,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2021-11-18,10.0,2021-11-02
1125700,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-14,10.0,2024-10-12
1125704,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-31,10.0,2024-10-30
1125708,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-25,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-12,30.0,
1125718,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-26,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-22,30.0,
1125719,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-22,30.0,2024-02-14
1125724,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-23,Canada,Canada,INJURY,BLESSURE,2024-11-15,10.0,2024-10-22
1125726,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-14,10.0,2024-11-14
1125727,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-21,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-22,30.0,2024-07-30
1125737,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-22,Canada,Canada,INJURY,BLESSURE,2024-11-20,10.0,2024-09-27
