INCIDENT_ID,INCIDENT_TYPE_E,INCIDENT_TYPE_F,RECEIPT_DT,SOURCE_OF_RECALL_E,SOURCE_OF_RECALL_F,HAZARD_SEVERITY_CODE_E,HAZARD_SEVERITY_CODE_F,INC_AWARE_DT,MANDATORY_RPT,INCIDENT_DT,TRADE_NAME,PREF_NAME_CODE,RISK_CLASSIFICATION,USAGE_CODE_TERM_E,COMPANY_NAME,ROLE_E
1122828,Voluntary problem report,Déclaration d'incident volontaire,2024-11-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-10-18,,2024-10-18,MINICAP EXTENDED LIFE PD TRANSFER SET W/TWIST CLAMP,78RKL,2,GASTROENTEROLOGY & UROLOGY,HOSPITAL / HÔPITAL; BAXTER HEALTHCARE CORPORATION; VANTIVE ULC,(HOSPITAL); (MANUFACTURER); (IMPORTER)
1122834,Voluntary problem report,Déclaration d'incident volontaire,2024-11-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-10-09,,2024-10-08,MIC-KEY KIT,78AUM,3,GASTROENTEROLOGY & UROLOGY,"HOSPITAL / HÔPITAL; O & M HALYARD, INC.; AVANOS MEDICAL, INC.",(HOSPITAL); (MANUFACTURER); (IMPORTER)
1122842,Voluntary problem report,Déclaration d'incident volontaire,2024-11-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-10-23,,2024-10-23,HARMONIC 1100 SHEARS,79LFL,2,GENERAL & PLASTIC SURGERY,"HOSPITAL / HÔPITAL; JOHNSON & JOHNSON MEDTECH, A DIV. OF JOHNSON & JOHNSON (CANADA), INC.; ETHICON ENDO-SURGERY, LLC",(HOSPITAL); (IMPORTER); (MANUFACTURER)
1122847,Voluntary problem report,Déclaration d'incident volontaire,2024-11-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-10-25,,2024-10-25,HARMONIC 1100 SHEARS,79LFL,2,GENERAL & PLASTIC SURGERY,"HOSPITAL / HÔPITAL; JOHNSON & JOHNSON MEDTECH, A DIV. OF JOHNSON & JOHNSON (CANADA), INC.; ETHICON ENDO-SURGERY, LLC",(HOSPITAL); (IMPORTER); (MANUFACTURER)
1122849,Voluntary problem report,Déclaration d'incident volontaire,2024-11-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-08-29,,2024-08-29,MINICAP EXTENDED LIFE PD TRANSFER SET W/TWIST CLAMP,78RKL,2,GASTROENTEROLOGY & UROLOGY,HOSPITAL / HÔPITAL; BAXTER CORPORATION; BAXTER HEALTHCARE CORPORATION,(HOSPITAL); (IMPORTER); (MANUFACTURER)
1122853,Voluntary problem report,Déclaration d'incident volontaire,2024-11-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-10-25,,2024-10-25,HARMONIC 1100 SHEARS,79LFL,2,GENERAL & PLASTIC SURGERY,"HOSPITAL / HÔPITAL; JOHNSON & JOHNSON MEDTECH, A DIV. OF JOHNSON & JOHNSON (CANADA), INC.; ETHICON ENDO-SURGERY, LLC",(HOSPITAL); (IMPORTER); (MANUFACTURER)
1122856,Voluntary problem report,Déclaration d'incident volontaire,2024-11-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-10-04,,2024-10-03,MICROCLAVE EXT SET,80RCK,2,GENERAL HOSPITAL,HOSPITAL / HÔPITAL; ICU MEDICAL INC.; HOSPIRA HEALTHCARE CORPORATION,(HOSPITAL); (MANUFACTURER); (IMPORTER)
1122858,Voluntary problem report,Déclaration d'incident volontaire,2024-11-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-10-23,,2024-10-23,ARTICULATING LAPAROSCOPIC TISSUE SEALER G2 CURVED JAW,79SIJ,2,GENERAL & PLASTIC SURGERY,"HOSPITAL / HÔPITAL; JOHNSON & JOHNSON MEDTECH, A DIV. OF JOHNSON & JOHNSON (CANADA), INC.; ETHICON ENDO-SURGERY, LLC",(HOSPITAL); (IMPORTER); (MANUFACTURER)
1122860,Voluntary problem report,Déclaration d'incident volontaire,2024-11-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-01,,2024-11-01,INFUSION SET - V/NV CKV SMS DP,80FPA,2,GENERAL HOSPITAL,"HOSPITAL / HÔPITAL; CAREFUSION 303, INC.; BD SWITZERLAND SARL",(HOSPITAL); (IMPORTER); (MANUFACTURER)
1122873,Voluntary problem report,Déclaration d'incident volontaire,2024-11-07,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-10-15,,2023-03-28,"TRILOGY 2O2, INTERNATIONAL",73CBK,3,ANESTHESIOLOGY,HOSPITAL / HÔPITAL; RESPIRONICS INC. ALSO TRADING AS PHILIPS RS NORTH AMERICA LLC,(HOSPITAL); (MANUFACTURER)
1122876,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-31,10.0,2018-01-01,LEGION REVISION NON-POROUS TIBIAL BASEPLATE; LEGION PRESSFIT STEM; LEGION OFFSET COUPLER; LEGION SCREW-ON FEMORAL L-WEDGE; LEGION COCR CONSTRAINED FEMORAL COMPONENT; GENESIS II POSTERIOR STABILIZED ARTICULAR INSERT,87UBR; 87RNB,3,ORTHOPAEDICS,"SMITH & NEPHEW, INC.",(IMPORTER); (MANUFACTURER)
1122879,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-01,10.0,2024-09-01,REZUM DELIVERY DEVICE KIT FOR BPH MODEL D2201,84GXD,3,NEUROLOGY,BOSTON SCIENTIFIC LTD.; BOSTON SCIENTIFIC CORPORATION,(IMPORTER); (MANUFACTURER)
1122883,Voluntary problem report,Déclaration d'incident volontaire,2024-11-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-10-29,,2024-10-29,SONOPET IQ ULTRASONIC ASPIRATOR CONSOLE; SONOPET IQ UNIVERSAL ANGLED HANDPIECE,85MGI,4,OBSTETRICS & GYNAECOLOGY,"HOSPITAL / HÔPITAL; STRYKER CANADA ULC; STRYKER INSTRUMENTS, A DIVISION OF STRYKER CORPORATION",(HOSPITAL); (IMPORTER); (MANUFACTURER)
1122886,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-29,10.0,2024-10-29,AUTOGEN CRT-D,74LWS,4,CARDIOVASCULAR,HOSPITAL / HÔPITAL; BOSTON SCIENTIFIC LTD.; BOSTON SCIENTIFIC CORPORATION,(HOSPITAL); (IMPORTER); (MANUFACTURER)
1122887,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-31,10.0,,STYLE 20 SILICONE - FILLED BREAST IMPLANTS - SMOOTH ROUND,79FTR,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1122889,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-28,10.0,2024-10-21,MEDTRONIC MINIMED PARADIGM MEDICATION RESERVOIRS; MINIMED 770G,80FRN; 80LZG,2; 4,GENERAL HOSPITAL,MEDTRONIC CANADA ULC; MEDTRONIC MINIMED,(IMPORTER); (MANUFACTURER)
1122891,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-29,10.0,2024-09-30,NATRELLE INSPIRA SSF TRUFORM 2 (SOFT TOUCH),79FTR,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1122895,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-30,10.0,2024-10-28,"STYLE 68 SMOOTH, ROUND SALINE-FILLED BREAST IMPLANT W/FILL TUBE & BIOCELL S",79AVO,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1122896,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-12,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-19,10.0,2024-08-14,LIQUID OPTICS INTERFACE,79GEX,2,GENERAL & PLASTIC SURGERY,"AMO MANUFACTURING USA, LLC; AMO CANADA COMPANY",(MANUFACTURER); (IMPORTER)
1122900,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-11-01,10.0,,NATRELLE INSPIRA SSM TRUFORM 2 (SOFT TOUCH),79FTR,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1122901,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-31,10.0,2018-01-01,LEGION TIBIAL CONE; LEGION REVISION NON-POROUS TIBIAL BASEPLATE; LEGION PRESSFIT STEM; LEGION OFFSET COUPLER; LEGION TIBIAL WEDGE LUG; GENESIS II POSTERIOR STABILIZED ARTICULAR INSERT; SCREW-ON FULL STEPPED TIBIAL WEDGE,87UBR; 87RNB; 87RNA,3,ORTHOPAEDICS,"SMITH & NEPHEW, INC.",(IMPORTER); (MANUFACTURER)
1122904,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-11-04,10.0,2024-07-01,NATRELLE 410MF TRUFORM SILICONE - FILLED BREAST IMPLANT,79FTR,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1122910,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-30,10.0,2024-10-28,"MINIMED MIO ADVANCE, SC1; MINIMED 780G PUMP",80LLD; 80LZG,2; 4,GENERAL HOSPITAL,MEDTRONIC CANADA ULC; MEDTRONIC MINIMED,(IMPORTER); (MANUFACTURER)
1122919,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-31,10.0,2018-01-01,LEGION REVISION NON-POROUS TIBIAL BASEPLATE; LEGION PRESSFIT STEM; LEGION CEMENTED STRAIGHT STEM; LEGION OFFSET COUPLER; LEGION SCREW-ON FEMORAL L-WEDGE; LEGION COCR CONSTRAINED FEMORAL COMPONENT; GENESIS II POSTERIOR STABILIZED ARTICULAR INSERT; GENESIS II RESURFACING PATELLA,87UBR; 87RNB,3,ORTHOPAEDICS,"SMITH & NEPHEW, INC.",(IMPORTER); (MANUFACTURER)
1122930,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2023-12-11,10.0,2023-11-28,"TAPERED SCREW-VENT DENTAL IMPLANT SYSTEM - IMPLANT, MTX GROOVES (3.7MMD X 8MML - 6.00MMD X 16MML)",76DZE,3,DENTAL,"ZIMMER DENTAL INC.; ZIMMER BIOMET DENTAL CANADA, INC.",(MANUFACTURER); (IMPORTER)
1122931,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-27,10.0,2024-10-27,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.; TANDEM DIABETES CARE CANADA, INC.",(MANUFACTURER); (IMPORTER)
1122933,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-31,10.0,2018-01-01,LEGION PRESSFIT STEM; LEGION OFFSET COUPLER; LEGION SCREW-ON FEMORAL L-WEDGE; LEGION COCR CONSTRAINED FEMORAL COMPONENT; GENESIS II RESURFACING PATELLA; GENESIS II CONSTRAINED ARTICULAR INSERT,87UBR; 87RNB,3,ORTHOPAEDICS,"SMITH & NEPHEW, INC.",(IMPORTER); (MANUFACTURER)
1122936,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-31,10.0,2024-10-17,"T:SLIM/CONTROL-IQ, REPLACEMENT",80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.; TANDEM DIABETES CARE CANADA, INC.",(MANUFACTURER); (IMPORTER)
1122938,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-07,30.0,2023-01-01,UNKNOWN MENTOR GEL BREAST IMPLANT,79FTR,0,UNDEFINED,"JOHNSON & JOHNSON MEDTECH, A DIV. OF JOHNSON & JOHNSON (CANADA), INC.; MENTOR",(IMPORTER); (MANUFACTURER)
1122944,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-06,10.0,2024-07-18,SMOOTH ROUND MODERATE PLUS PROFILE SALINE BREAST IMPLANT W/DIAPHRAGM VALVE,79FWM,4,GENERAL & PLASTIC SURGERY,"JOHNSON & JOHNSON MEDTECH, A DIV. OF JOHNSON & JOHNSON (CANADA), INC.; MENTOR",(IMPORTER); (MANUFACTURER)
1122946,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-31,10.0,2016-01-01,LEGION REVISION NON-POROUS TIBIAL BASEPLATE; LEGION PRESSFIT STEM; LEGION CEMENTED STRAIGHT STEM; LEGION OFFSET COUPLER; LEGION SCREW-ON FEMORAL L-WEDGE; LEGION COCR CONSTRAINED FEMORAL COMPONENT; SCREW-ON FULL STEPPED TIBIAL WEDGE; GENESIS II PS HIGH FLEXION ARTICULAR INSERT,87UBR; 87RNB; 87RNA; 87ZZZ,3,ORTHOPAEDICS,"SMITH & NEPHEW, INC.",(IMPORTER); (MANUFACTURER)
1122951,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-07,30.0,,SMOOTH ROUND MODERATE PLUS PROFILE SILICONE GEL FILLED BREAST IMPLANTS,79FTR,4,GENERAL & PLASTIC SURGERY,"JOHNSON & JOHNSON MEDTECH, A DIV. OF JOHNSON & JOHNSON (CANADA), INC.; MENTOR",(IMPORTER); (MANUFACTURER)
1122955,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-07,30.0,2024-06-14,SMOOTH ROUND ULTRA HIGH PROFILE SILICONE GEL FILLED BREAST IMPLANTS,79FTR,4,GENERAL & PLASTIC SURGERY,"JOHNSON & JOHNSON MEDTECH, A DIV. OF JOHNSON & JOHNSON (CANADA), INC.; MENTOR",(IMPORTER); (MANUFACTURER)
1122960,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-27,10.0,2024-10-24,T:SLIM X2 CARTRIDGE,80LZG,3,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.; TANDEM DIABETES CARE CANADA, INC.",(MANUFACTURER); (IMPORTER)
1122998,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-27,10.0,2024-10-24,T:SLIM X2 CARTRIDGE,80LZG,3,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.; TANDEM DIABETES CARE CANADA, INC.",(MANUFACTURER); (IMPORTER)
1123006,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-31,10.0,2024-10-24,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.; TANDEM DIABETES CARE CANADA, INC.",(MANUFACTURER); (IMPORTER)
1123015,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-31,10.0,2024-10-23,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.; TANDEM DIABETES CARE CANADA, INC.",(MANUFACTURER); (IMPORTER)
1123079,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,DEATH,MORT,2024-10-30,10.0,2024-10-22,AMPLATZER AMULET LEFT ATRIAL APPENDAGE OCCLUDER,74ZZZ,4,CARDIOVASCULAR,HOSPITAL / HÔPITAL; ABBOTT MEDICAL CANADA CO.; ABBOTT MEDICAL,(HOSPITAL); (IMPORTER); (MANUFACTURER)
1123083,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-08,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-22,30.0,2024-10-18,CERTUS 140 2.45GHZ ABLATION SYSTEM,78NEY,3,GASTROENTEROLOGY & UROLOGY,"HOSPITAL / HÔPITAL; NEUWAVE MEDICAL, INC.",(HOSPITAL); (MANUFACTURER)
1123085,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-08,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-11,30.0,2024-10-11,UNKNOWN DEPUY SYNTHES SURGICAL DRILL ATTACHMENT,87HTW,0,UNDEFINED,HOSPITAL / HÔPITAL,(HOSPITAL)
1123087,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,INJURY,BLESSURE,2024-11-01,10.0,2024-11-01,MITRACLIP G4 STEERABLE GUIDE CATHETER,74DQX,4,CARDIOVASCULAR,HOSPITAL / HÔPITAL; ABBOTT MEDICAL CANADA CO.; ABBOTT MEDICAL,(HOSPITAL); (IMPORTER); (MANUFACTURER)
1123093,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-09,30.0,2024-10-09,TRILOGY EVO,73CBK,3,ANESTHESIOLOGY,RESPIRONICS INC. ALSO TRADING AS PHILIPS RS NORTH AMERICA LLC,(MANUFACTURER)
1123096,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,INJURY,BLESSURE,2024-11-01,10.0,2024-10-26,"OMNIPOD DASH, PODS 10-PACK",80LHE,2,GENERAL HOSPITAL,INSULET CORPORATION; INSULET CANADA CORPORATION,(MANUFACTURER); (IMPORTER)
1123104,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-09,30.0,2024-10-09,TRILOGY EVO,73CBK,3,ANESTHESIOLOGY,RESPIRONICS INC. ALSO TRADING AS PHILIPS RS NORTH AMERICA LLC,(MANUFACTURER)
1123110,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-30,30.0,2024-10-12,BD ECLIPSE NEEDLE,80MWV,2,GENERAL HOSPITAL,HOSPITAL / HÔPITAL; BECTON DICKINSON AND COMPANY; BECTON DICKINSON CANADA INC.,(HOSPITAL); (MANUFACTURER); (IMPORTER)
1123111,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,INJURY,BLESSURE,2024-10-31,10.0,2019-01-01,LEGION REVISION NON-POROUS TIBIAL BASEPLATE; LEGION PRESSFIT STEM; LEGION OFFSET COUPLER; LEGION TIBIAL WEDGE LUG; LEGION SCREW-ON FEMORAL L-WEDGE; LEGION COCR CONSTRAINED FEMORAL COMPONENT; GENESIS II CONSTRAINED ARTICULAR INSERT; SCREW-ON FULL STEPPED TIBIAL WEDGE,87UBR; 87RNB; 87RNA,3,ORTHOPAEDICS,"SMITH & NEPHEW, INC.",(IMPORTER); (MANUFACTURER)
1123115,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-06,Canada,Canada,INJURY,BLESSURE,2024-10-28,10.0,,INSPIRIS RESILIA AORTIC VALVE,74DYE,4,CARDIOVASCULAR,HOSPITAL / HÔPITAL; EDWARDS LIFESCIENCES (CANADA) INC.; EDWARDS LIFESCIENCES LLC,(HOSPITAL); (IMPORTER); (MANUFACTURER)
1123116,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,INJURY,BLESSURE,2024-11-05,10.0,2024-11-04,AUTOSOFT 30,80LLD,2,GENERAL HOSPITAL,"UNOMEDICAL A/S; TANDEM DIABETES CARE CANADA, INC.",(MANUFACTURER); (IMPORTER)
1123121,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-08,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-28,10.0,,SENSICARE SILK PF NITRILE EXAM GLOVE,80FMC,2,GENERAL HOSPITAL,"MEDLINE INDUSTRIES, LP; MEDLINE CANADA CORPORATION",(MANUFACTURER); (IMPORTER)
1123124,Voluntary problem report,Déclaration d'incident volontaire,2024-11-08,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-08,,2024-10-30,INFUSOMAT SPACE PUMP IV SET WITH ANTI-SIPHON VALVE,80FPA,2,GENERAL HOSPITAL,HOSPITAL / HÔPITAL; B. BRAUN MEDICAL INC.; B. BRAUN US DEVICE MANUFACTURING LLC.,(HOSPITAL); (MANUFACTURER); (IMPORTER)
1123128,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2024-08-07,10.0,2024-07-01,COOLSCULPTING SYSTEM - CONTROL UNIT,89UEC,3,PHYSICAL MEDICINE,"ZELTIQ AESTHETICS, INC.; ABBVIE CORPORATION",(MANUFACTURER); (IMPORTER)
1123134,Voluntary problem report,Déclaration d'incident volontaire,2024-11-08,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-08,,2024-10-24,INFUSOMAT SPACE PUMP IV SET WITH ANTI-SIPHON VALVE,80FPA,2,GENERAL HOSPITAL,HOSPITAL / HÔPITAL; B. BRAUN MEDICAL INC.; B. BRAUN US DEVICE MANUFACTURING LLC.,(HOSPITAL); (MANUFACTURER); (IMPORTER)
1123136,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,INJURY,BLESSURE,2023-06-23,10.0,,FULL OSSEOTITE CERTAIN IMPLANT,76DZE,3,DENTAL,"BIOMET 3I; ZIMMER BIOMET DENTAL CANADA, INC.",(MANUFACTURER); (IMPORTER)
1123143,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,INJURY,BLESSURE,2024-10-31,10.0,2018-01-01,LEGION PRESSFIT STEM; LEGION SCREW-ON POSTERIOR FEMORAL WEDGE; LEGION OFFSET COUPLER; LEGION COCR CONSTRAINED FEMORAL COMPONENT; GENESIS II CONSTRAINED ARTICULAR INSERT,87UBR; 87RNB,3,ORTHOPAEDICS,"SMITH & NEPHEW, INC.",(IMPORTER); (MANUFACTURER)
1123146,Voluntary problem report,Déclaration d'incident volontaire,2024-11-08,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-08,,2024-10-30,INFUSOMAT SPACE PUMP Y-TYPE BLOOD IV SET WITH ANTI-SIPHON VALVE,80FPA,2,GENERAL HOSPITAL,HOSPITAL / HÔPITAL; B. BRAUN MEDICAL INC.; B. BRAUN US DEVICE MANUFACTURING LLC.,(HOSPITAL); (MANUFACTURER); (IMPORTER)
1123162,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-08,Canada,Canada,INJURY,BLESSURE,2024-11-01,10.0,2024-11-01,"T:SLIM/CONTROL-IQ, REPLACEMENT",80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.; TANDEM DIABETES CARE CANADA, INC.",(MANUFACTURER); (IMPORTER)
1123164,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,INJURY,BLESSURE,2023-04-26,10.0,2022-11-11,"TAPERED SCREW-VENT IMPLANT, WIDE, MTX 4.1-4.7MM D",76DZE,3,DENTAL,"ZIMMER DENTAL INC.; ZIMMER BIOMET DENTAL CANADA, INC.",(MANUFACTURER); (IMPORTER)
1123168,Voluntary problem report,Déclaration d'incident volontaire,2024-11-08,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-08,,2024-10-31,INFUSOMAT SPACE PUMP IV SET WITH ANTI-SIPHON VALVE,80FPA,2,GENERAL HOSPITAL,HOSPITAL / HÔPITAL; B. BRAUN MEDICAL INC.; B. BRAUN US DEVICE MANUFACTURING LLC.,(HOSPITAL); (MANUFACTURER); (IMPORTER)
1123201,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-08,Canada,Canada,INJURY,BLESSURE,2024-10-31,10.0,2024-10-31,"T:SLIM, T:LOCK, CARTRIDGE, 10 PACK, INTERNATIONAL",80LZG,3,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.; TANDEM DIABETES CARE CANADA, INC.",(MANUFACTURER); (IMPORTER)
1123205,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-07,Canada,Canada,INJURY,BLESSURE,2024-07-05,10.0,2024-06-17,T3 TAPERED IMPLANT,76DZE,3,DENTAL,"BIOMET 3I; ZIMMER BIOMET DENTAL CANADA, INC.",(MANUFACTURER); (IMPORTER)
1123211,Mandatory problem report,Déclaration d'incident obligatoire,2024-10-28,Canada,Canada,INJURY,BLESSURE,2024-10-21,10.0,2024-10-19,BD ALARIS PUMP MODULE; BD ALARIS PCU,80FRN,3,GENERAL HOSPITAL,"HOSPITAL / HÔPITAL; BECTON DICKINSON CANADA INC.; CAREFUSION 303, INC.",(HOSPITAL); (IMPORTER); (MANUFACTURER)
